,player,pts,ast,trb,stl,blk,g,3pta,3ptm,fga,fgm,ppg,apg,rpg,spg,bpg,3pt%,fg%,first year,last year,years played,all stars,hof,ows,dws,ws,win%
4525,Steve Courtin,101,22,22.0,0.0,0.0,24,0.0,0.0,103,42,4.2,0.9,0.9,0.0,0.0,0.0,0.41,1965,1965,1,0,False,0.1,0.2,0.2,0.5
4526,Steve Downing,64,11,41.0,5.0,0.0,27,0.0,0.0,66,21,2.4,0.4,1.5,0.2,0.0,0.0,0.32,1974,1975,2,0,False,-0.4,0.2,-0.2,0.7
4527,Steve Francis,11451,3818,3505.0,920.0,240.0,646,1767.0,600.0,9032,3876,17.7,5.9,5.4,1.4,0.4,0.34,0.43,2000,2008,9,3,False,36.6,20.9,57.7,0.4
4528,Steve Goodrich,24,11,26.0,3.0,3.0,21,3.0,1.0,28,9,1.1,0.5,1.2,0.1,0.1,0.33,0.32,2001,2002,2,0,False,-0.2,0.1,-0.2,0.4
4529,Steve Green,1653,225,688.0,133.0,37.0,257,10.0,0.0,1517,671,6.4,0.9,2.7,0.5,0.1,0.0,0.44,1976,1979,4,0,False,2.5,2.0,4.6000000000000005,0.3
4530,Steve Hamer,76,7,60.0,2.0,4.0,35,2.0,0.0,57,30,2.2,0.2,1.7,0.1,0.1,0.0,0.53,1997,1997,1,0,False,0.1,0.1,0.2,0.2
4531,Steve Hamilton,368,43,278.0,0.0,0.0,82,0.0,0.0,371,138,4.5,0.5,3.4,0.0,0.0,0.0,0.37,1959,1960,2,0,False,0.1,0.8,1.0,0.5
4532,Steve Harris,1975,325,491.0,166.0,37.0,265,27.0,1.0,1850,815,7.5,1.2,1.9,0.6,0.1,0.04,0.44,1986,1990,5,0,False,1.6,2.8,4.4,0.4
4533,Steve Hawes,6653,1498,5130.0,600.0,353.0,837,68.0,19.0,5629,2699,7.9,1.8,6.1,0.7,0.4,0.28,0.48,1975,1984,10,0,False,16.8,24.8,41.4,0.4
4534,Steve Hayes,685,113,643.0,36.0,122.0,247,1.0,0.0,594,287,2.8,0.5,2.6,0.1,0.5,0.0,0.48,1982,1986,5,0,False,1.2000000000000002,2.6,3.9000000000000004,0.4
4535,Steve Henson,739,465,176.0,88.0,2.0,238,243.0,105.0,631,254,3.1,2.0,0.7,0.4,0.0,0.43,0.4,1991,1999,9,0,False,2.4,1.5,3.6,0.5
4536,Steve Johnson,8231,875,3921.0,330.0,604.0,732,4.0,0.0,5597,3191,11.2,1.2,5.4,0.5,0.8,0.0,0.57,1982,1991,10,1,False,12.7,16.9,29.200000000000003,0.4
4537,Steve Jones,12686,1819,2925.0,122.0,43.0,870,624.0,212.0,11092,4962,14.6,2.1,3.4,0.1,0.0,0.34,0.45,1968,1976,9,3,False,24.0,18.4,42.5,0.4
4538,Steve Kerr,5571,1728,1105.0,486.0,47.0,962,1625.0,732.0,4385,2095,5.8,1.8,1.1,0.5,0.0,0.45,0.48,1989,2003,15,0,False,32.2,15.5,47.7,0.6
4539,Steve Kuberski,3455,385,2405.0,50.0,41.0,638,0.0,0.0,3296,1389,5.4,0.6,3.8,0.1,0.1,0.0,0.42,1970,1978,9,0,False,2.0999999999999996,11.5,13.7,0.5
4540,Steve Lingenfelter,10,5,16.0,1.0,3.0,10,0.0,0.0,7,5,1.0,0.5,1.6,0.1,0.3,0.0,0.71,1983,1984,2,0,False,-0.1,0.1,0.0,0.5
4541,Steve Malovic,160,52,172.0,16.0,12.0,78,0.0,0.0,134,62,2.1,0.7,2.2,0.2,0.2,0.0,0.46,1980,1980,1,0,False,0.2,0.2,0.6,0.2
4542,Steve Mix,8707,1463,4297.0,917.0,176.0,846,25.0,7.0,6712,3342,10.3,1.7,5.1,1.1,0.2,0.28,0.5,1970,1983,14,1,False,34.699999999999996,25.0,60.1,0.6
4543,Steve Nash,17387,10335,3642.0,899.0,102.0,1217,3939.0,1685.0,12892,6321,14.3,8.5,3.0,0.7,0.1,0.43,0.49,1997,2014,18,8,True,113.5,15.9,130.0,0.6
4544,Steve Novak,2368,146,646.0,92.0,45.0,542,1446.0,627.0,1858,816,4.4,0.3,1.2,0.2,0.1,0.43,0.44,2007,2017,11,0,False,12.1,3.7,15.9,0.5
4545,Steve Patterson,1754,523,1860.0,101.0,110.0,416,0.0,0.0,1887,756,4.2,1.3,4.5,0.2,0.3,0.0,0.4,1972,1976,5,0,False,-1.4,7.1000000000000005,5.7,0.3
4546,Steve Scheffler,352,26,194.0,33.0,9.0,185,5.0,1.0,226,127,1.9,0.1,1.0,0.2,0.0,0.2,0.56,1991,1997,7,0,False,2.2,0.9,3.3,0.6
4547,Steve Sheppard,459,81,225.0,30.0,5.0,148,0.0,0.0,414,191,3.1,0.5,1.5,0.2,0.0,0.0,0.46,1978,1979,2,0,False,0.5,0.7,1.1,0.3
4548,Steve Smith,15049,3267,3401.0,802.0,315.0,1072,3729.0,1326.0,11738,5139,14.0,3.0,3.2,0.7,0.3,0.36,0.44,1992,2005,14,1,False,68.1,25.1,93.3,0.5
4549,Steve Stipanovich,5323,938,3131.0,415.0,380.0,403,56.0,10.0,4160,2015,13.2,2.3,7.8,1.0,0.9,0.18,0.48,1984,1988,5,0,False,12.5,17.9,30.400000000000002,0.4
4550,Steven Adams,6518,1079,5788.0,624.0,675.0,706,15.0,1.0,4619,2713,9.2,1.5,8.2,0.9,1.0,0.07,0.59,2014,2023,10,0,False,33.3,26.0,59.5,0.6
4551,Steven Hill,2,0,3.0,0.0,0.0,1,0.0,0.0,1,1,2.0,0.0,3.0,0.0,0.0,0.0,1.0,2009,2009,1,0,False,0.0,0.0,0.0,0.0
4552,Steven Hunter,1817,79,1264.0,49.0,422.0,400,1.0,0.0,1313,735,4.5,0.2,3.2,0.1,1.1,0.0,0.56,2002,2010,9,0,False,5.6,5.0,10.6,0.5
4553,Steven Kramer,1048,236,310.0,0.0,0.0,124,8.0,1.0,885,380,8.5,1.9,2.5,0.0,0.0,0.12,0.43,1968,1970,3,0,False,2.8000000000000003,1.4,4.2,0.4
4554,Steven Smith,5,0,6.0,1.0,0.0,8,0.0,0.0,8,2,0.6,0.0,0.8,0.1,0.0,0.0,0.25,2007,2007,1,0,False,-0.1,0.0,-0.1,0.4
4555,Stevin Smith,14,4,10.0,1.0,0.0,8,6.0,1.0,18,6,1.8,0.5,1.2,0.1,0.0,0.17,0.33,1997,1997,1,0,False,-0.1,0.0,-0.1,0.2
4556,Stew Johnson,15034,1424,6205.0,280.0,67.0,965,1326.0,415.0,15605,6550,15.6,1.5,6.4,0.3,0.1,0.31,0.42,1968,1976,9,5,False,-6.6,21.7,15.4,0.2
4557,Stewart Granger,316,173,78.0,33.0,1.0,80,17.0,4.0,297,123,4.0,2.2,1.0,0.4,0.0,0.24,0.41,1984,1987,4,0,False,-0.7,0.7,-0.10000000000000009,0.3
4558,Stojko Vranković,473,59,516.0,22.0,179.0,170,0.0,0.0,413,197,2.8,0.3,3.0,0.1,1.1,0.0,0.48,1991,1999,9,0,False,-0.8,2.0,1.3,0.4
4559,Stromile Swift,4987,304,2780.0,373.0,745.0,622,30.0,3.0,3944,1872,8.0,0.5,4.5,0.6,1.2,0.1,0.47,2001,2009,9,0,False,7.6000000000000005,14.8,22.7,0.3
4560,Stu Lantz,7430,1754,2014.0,177.0,30.0,622,0.0,0.0,6235,2697,11.9,2.8,3.2,0.3,0.0,0.0,0.43,1969,1976,8,0,False,18.4,15.9,34.3,0.4
4561,Stuart Gray,1022,167,1165.0,79.0,159.0,444,12.0,0.0,857,380,2.3,0.4,2.6,0.2,0.4,0.0,0.44,1985,1991,7,0,False,-1.1,5.1,3.9000000000000004,0.3
4562,Stéphane Lasme,166,6,106.0,26.0,44.0,32,0.0,0.0,142,64,5.2,0.2,3.3,0.8,1.4,0.0,0.45,2008,2008,1,0,False,-0.2,0.6,0.6,0.1
4563,Sun Yue,6,2,0.0,1.0,1.0,10,6.0,0.0,11,3,0.6,0.2,0.0,0.1,0.1,0.0,0.27,2009,2009,1,0,False,-0.2,0.0,-0.1,0.8
4564,Sundiata Gaines,619,249,213.0,99.0,4.0,137,184.0,53.0,563,224,4.5,1.8,1.6,0.7,0.0,0.29,0.4,2010,2012,3,0,False,0.1,1.2,1.3,0.3
4565,Svi Mykhailiuk,2587,551,700.0,227.0,42.0,392,1423.0,508.0,2277,919,6.6,1.4,1.8,0.6,0.1,0.36,0.4,2019,2023,5,0,False,-0.30000000000000004,4.7,4.3,0.3
4566,Swede Halbrook,786,64,949.0,0.0,0.0,143,0.0,0.0,885,307,5.5,0.4,6.6,0.0,0.0,0.0,0.35,1961,1962,2,0,False,-2.7,3.0,0.3,0.5
4567,Swen Nater,10842,1419,10104.0,427.0,541.0,877,15.0,1.0,8436,4501,12.4,1.6,11.5,0.5,0.6,0.07,0.53,1974,1984,11,4,False,38.0,32.4,70.2,0.4
4568,Sylvester Gray,440,117,286.0,36.0,25.0,55,4.0,1.0,398,167,8.0,2.1,5.2,0.7,0.5,0.25,0.42,1989,1989,1,0,False,-0.4,1.1,0.7,0.2
4569,Sylvester Norris,40,6,43.0,3.0,12.0,17,0.0,0.0,43,18,2.4,0.4,2.5,0.2,0.7,0.0,0.42,1980,1980,1,0,False,-0.4,0.1,-0.2,0.5
4570,T.J. Ford,4797,2495,1331.0,496.0,55.0,429,439.0,127.0,4223,1829,11.2,5.8,3.1,1.2,0.1,0.29,0.43,2004,2012,9,0,False,6.5,10.200000000000001,16.9,0.5
4571,T.J. Leaf,477,43,283.0,26.0,28.0,146,91.0,31.0,415,204,3.3,0.3,1.9,0.2,0.2,0.34,0.49,2018,2021,4,0,False,1.3,1.4,2.7,0.6
4572,T.J. McConnell,3949,2801,1670.0,694.0,104.0,556,405.0,139.0,3446,1753,7.1,5.0,3.0,1.2,0.2,0.34,0.51,2016,2023,8,0,False,11.7,13.5,24.9,0.4
4573,T.J. Warren,5770,477,1614.0,371.0,192.0,416,826.0,291.0,4731,2388,13.9,1.1,3.9,0.9,0.5,0.35,0.5,2015,2023,9,0,False,14.4,7.7,21.8,0.3
4574,T.R. Dunn,5033,1631,4371.0,1316.0,252.0,993,20.0,1.0,4443,2030,5.1,1.6,4.4,1.3,0.3,0.05,0.46,1978,1991,14,0,False,18.4,21.4,39.9,0.6
4575,Tacko Fall,82,6,90.0,2.0,30.0,37,0.0,0.0,55,37,2.2,0.2,2.4,0.1,0.8,0.0,0.67,2020,2022,3,0,False,0.2,0.5,0.8,0.5
4576,Tahjere McCall,4,0,1.0,0.0,0.0,1,1.0,0.0,3,2,4.0,0.0,1.0,0.0,0.0,0.0,0.67,2019,2019,1,0,False,0.0,0.0,0.0,0.0
4577,Taj Gibson,9102,987,6055.0,559.0,1004.0,1023,208.0,55.0,7305,3781,8.9,1.0,5.9,0.5,1.0,0.26,0.52,2010,2023,14,0,False,30.700000000000003,33.2,63.9,0.5
4578,Tal Skinner,660,152,608.0,99.0,24.0,145,0.0,0.0,632,274,4.6,1.0,4.2,0.7,0.2,0.0,0.43,1975,1976,2,0,False,0.7999999999999999,2.5,3.4,0.5
4579,Talen Horton-Tucker,1914,592,579.0,171.0,80.0,196,529.0,148.0,1670,719,9.8,3.0,3.0,0.9,0.4,0.28,0.43,2020,2023,4,0,False,-0.6,4.7,4.1000000000000005,0.5
4580,Tamar Slay,173,31,70.0,26.0,4.0,66,49.0,13.0,202,73,2.6,0.5,1.1,0.4,0.1,0.27,0.36,2003,2005,3,0,False,-1.2,0.8,-0.3,0.5
4581,Tang Hamilton,20,5,18.0,4.0,0.0,9,1.0,0.0,19,10,2.2,0.6,2.0,0.4,0.0,0.0,0.53,2002,2002,1,0,False,0.1,0.2,0.2,0.4
4582,Tarence Kinsey,511,53,147.0,68.0,1.0,109,71.0,23.0,411,186,4.7,0.5,1.3,0.6,0.0,0.32,0.45,2007,2009,3,0,False,0.8,0.8,1.5,0.5
4583,Tari Eason,760,88,496.0,96.0,47.0,82,172.0,59.0,660,296,9.3,1.1,6.0,1.2,0.6,0.34,0.45,2023,2023,1,0,False,0.9,1.7,2.6,0.3
4584,Tarik Black,1454,152,1399.0,102.0,140.0,283,15.0,2.0,1071,596,5.1,0.5,4.9,0.4,0.5,0.13,0.56,2015,2018,4,0,False,6.7,3.9000000000000004,10.8,0.3
4585,Tariq Abdul-Wahad,2662,388,1151.0,263.0,121.0,321,101.0,22.0,2519,1049,8.3,1.2,3.6,0.8,0.4,0.22,0.42,1998,2003,6,0,False,-0.6,6.2,5.5,0.3
4586,Tariq Owens,4,0,3.0,1.0,0.0,3,2.0,0.0,5,1,1.3,0.0,1.0,0.3,0.0,0.0,0.2,2020,2020,1,0,False,0.0,0.0,0.0,0.7
4587,Tate Armstrong,350,105,88.0,33.0,0.0,92,0.0,0.0,350,159,3.8,1.1,1.0,0.4,0.0,0.0,0.45,1978,1979,2,0,False,-0.1,0.5,0.30000000000000004,0.5
4588,Tate George,736,325,180.0,76.0,11.0,177,14.0,1.0,717,297,4.2,1.8,1.0,0.4,0.1,0.07,0.41,1991,1995,5,0,False,0.0,1.4,1.4,0.4
4589,Taurean Green,54,22,20.0,4.0,0.0,34,22.0,4.0,50,14,1.6,0.6,0.6,0.1,0.0,0.18,0.28,2008,2008,1,0,False,-0.30000000000000004,0.1,-0.2,0.3
4590,Taurean Prince,4781,807,1716.0,369.0,197.0,465,2038.0,762.0,4016,1685,10.3,1.7,3.7,0.8,0.4,0.37,0.42,2017,2023,7,0,False,0.4,10.2,10.7,0.4
4591,Taylor Griffin,10,1,2.0,0.0,2.0,8,2.0,0.0,10,4,1.2,0.1,0.2,0.0,0.2,0.0,0.4,2010,2010,1,0,False,0.0,0.0,0.0,0.8
4592,Tayshaun Prince,12558,2695,4906.0,648.0,541.0,1157,1711.0,638.0,11304,5119,10.9,2.3,4.2,0.6,0.5,0.37,0.45,2003,2016,14,0,False,37.9,31.5,69.1,0.5
4593,Ted Luckenbill,196,35,166.0,0.0,0.0,87,0.0,0.0,188,69,2.3,0.4,1.9,0.0,0.0,0.0,0.37,1962,1963,2,0,False,-0.2,0.6000000000000001,0.30000000000000004,0.6
4594,Ted Manakas,12,2,3.0,1.0,0.0,5,0.0,0.0,10,4,2.4,0.4,0.6,0.2,0.0,0.0,0.4,1974,1974,1,0,False,0.0,0.0,0.0,0.4
4595,Ted McClain,5645,2376,1947.0,1017.0,111.0,698,136.0,30.0,5026,2239,8.1,3.4,2.8,1.5,0.2,0.22,0.45,1972,1979,8,1,False,3.5,20.1,24.0,0.5
4596,Tellis Frank,1710,276,1022.0,158.0,95.0,264,4.0,0.0,1456,639,6.5,1.0,3.9,0.6,0.4,0.0,0.44,1988,1994,7,0,False,0.30000000000000004,3.8,4.1000000000000005,0.2
4597,Terance Mann,2156,550,998.0,137.0,61.0,270,517.0,198.0,1643,821,8.0,2.0,3.7,0.5,0.2,0.38,0.5,2020,2023,4,0,False,8.7,5.6,14.3,0.6
4598,Terence Davis,2351,388,778.0,195.0,65.0,288,1168.0,428.0,1979,856,8.2,1.3,2.7,0.7,0.2,0.37,0.43,2020,2023,4,0,False,1.3,4.8,6.2,0.4
4599,Terence Morris,472,93,377.0,35.0,49.0,139,112.0,22.0,514,209,3.4,0.7,2.7,0.3,0.4,0.2,0.41,2002,2006,5,0,False,-0.30000000000000004,1.2,1.0,0.4
4600,Terence Stansbury,1200,390,277.0,119.0,20.0,192,107.0,24.0,1055,468,6.2,2.0,1.4,0.6,0.1,0.22,0.44,1985,1987,3,0,False,-0.20000000000000007,2.6,2.4,0.3
4601,Terrance Ferguson,924,144,263.0,92.0,43.0,204,583.0,195.0,827,334,4.5,0.7,1.3,0.5,0.2,0.33,0.4,2018,2021,4,0,False,1.4,3.0,4.3999999999999995,0.6
4602,Terrance Roberson,0,1,1.0,0.0,0.0,3,1.0,0.0,2,0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,2001,2001,1,0,False,-0.1,0.0,-0.1,0.7
4603,Terrel Harris,110,44,103.0,13.0,8.0,62,55.0,8.0,137,37,1.8,0.7,1.7,0.2,0.1,0.15,0.27,2012,2013,2,0,False,-1.7,0.6000000000000001,-1.0999999999999999,0.4
4604,Terrell Brandon,10495,4716,2308.0,1205.0,236.0,760,1157.0,406.0,9227,4120,13.8,6.2,3.0,1.6,0.3,0.35,0.45,1992,2002,11,2,False,42.1,27.0,69.1,0.6
4605,Terrence Jones,3015,297,1640.0,186.0,324.0,288,388.0,112.0,2460,1216,10.5,1.0,5.7,0.6,1.1,0.29,0.49,2013,2019,7,0,False,8.1,8.8,17.0,0.5
4606,Terrence Rencher,212,108,88.0,32.0,4.0,72,58.0,18.0,200,66,2.9,1.5,1.2,0.4,0.1,0.31,0.33,1996,1996,1,0,False,-1.4,1.0,-0.30000000000000004,0.2
4607,Terrence Ross,9427,1119,2421.0,709.0,274.0,874,4322.0,1566.0,8243,3466,10.8,1.3,2.8,0.8,0.3,0.36,0.42,2013,2023,11,0,False,11.5,18.8,30.1,0.4
4608,Terrence Williams,1404,467,698.0,112.0,26.0,204,251.0,80.0,1374,565,6.9,2.3,3.4,0.5,0.1,0.32,0.41,2010,2013,4,0,False,-3.3,2.8,-0.5,0.2
4609,Terry Catledge,6520,459,3314.0,285.0,99.0,515,32.0,3.0,5311,2576,12.7,0.9,6.4,0.6,0.2,0.09,0.49,1986,1993,8,0,False,11.6,9.2,20.9,0.4
4610,Terry Crosby,6,7,1.0,0.0,0.0,4,0.0,0.0,4,2,1.5,1.8,0.2,0.0,0.0,0.0,0.5,1980,1980,1,0,False,0.0,0.0,0.0,0.5
4611,Terry Cummings,19927,2237,8913.0,1293.0,660.0,1257,150.0,44.0,17056,8245,15.9,1.8,7.1,1.0,0.5,0.29,0.48,1983,2000,18,2,False,46.6,47.1,93.8,0.5
4612,Terry Davis,3061,273,2887.0,183.0,149.0,480,19.0,3.0,2545,1202,6.4,0.6,6.0,0.4,0.3,0.16,0.47,1990,2001,12,0,False,4.8,7.4,12.1,0.3
4613,Terry Dehere,3318,1061,612.0,220.0,39.0,428,906.0,344.0,2717,1113,7.8,2.5,1.4,0.5,0.1,0.38,0.41,1994,1999,6,0,False,4.8999999999999995,2.2,7.3,0.3
4614,Terry Dischinger,9012,1151,3646.0,0.0,0.0,652,0.0,0.0,6836,3457,13.8,1.8,5.6,0.0,0.0,0.0,0.51,1963,1973,11,3,False,46.7,9.8,56.4,0.4
4615,Terry Dozier,22,3,15.0,6.0,2.0,9,1.0,0.0,27,9,2.4,0.3,1.7,0.7,0.2,0.0,0.33,1990,1990,1,0,False,-0.3,0.1,-0.2,0.2
4616,Terry Driscoll,1450,276,1414.0,31.0,22.0,334,0.0,0.0,1398,589,4.3,0.8,4.2,0.1,0.1,0.0,0.42,1971,1975,5,0,False,0.09999999999999998,6.6,6.9,0.5
4617,Terry Duerod,1208,206,204.0,80.0,21.0,193,86.0,31.0,1162,533,6.3,1.1,1.1,0.4,0.1,0.36,0.46,1980,1983,4,0,False,0.39999999999999997,0.7000000000000001,1.0,0.3
4618,Terry Furlow,4544,1045,868.0,290.0,122.0,393,164.0,48.0,4003,1862,11.6,2.7,2.2,0.7,0.3,0.29,0.47,1977,1980,4,0,False,9.8,3.8000000000000003,13.299999999999999,0.3
4619,Terry Kunze,230,47,75.0,0.0,0.0,46,11.0,5.0,245,83,5.0,1.0,1.6,0.0,0.0,0.45,0.34,1968,1968,1,0,False,-0.8,1.3,0.6,0.6
4620,Terry Mills,7490,924,3909.0,432.0,325.0,733,1391.0,533.0,6515,2981,10.2,1.3,5.3,0.6,0.4,0.38,0.46,1991,2001,11,0,False,17.8,16.7,34.7,0.4
4621,Terry Porter,15586,7160,3872.0,1583.0,181.0,1274,3360.0,1297.0,11734,5428,12.2,5.6,3.0,1.2,0.1,0.39,0.46,1986,2002,17,2,False,71.8,38.3,110.4,0.6
4622,Terry Rozier,7368,1828,2125.0,515.0,129.0,540,3037.0,1116.0,6413,2673,13.6,3.4,3.9,1.0,0.2,0.37,0.42,2016,2023,8,0,False,12.1,13.7,25.7,0.5
4623,Terry Taylor,496,61,266.0,20.0,20.0,95,76.0,22.0,370,213,5.2,0.6,2.8,0.2,0.2,0.29,0.58,2022,2023,2,0,False,2.6,0.4,3.0,0.2
4624,Terry Teagle,8157,970,1846.0,530.0,132.0,708,147.0,32.0,7227,3369,11.5,1.4,2.6,0.7,0.2,0.22,0.47,1983,1993,11,0,False,6.8,7.2,14.3,0.4
4625,Terry Thomas,77,3,36.0,4.0,2.0,28,0.0,0.0,65,28,2.8,0.1,1.3,0.1,0.1,0.0,0.43,1976,1976,1,0,False,0.1,0.1,0.2,0.4
4626,Terry Tyler,8868,1039,4675.0,801.0,1342.0,871,82.0,10.0,7915,3831,10.2,1.2,5.4,0.9,1.5,0.12,0.48,1979,1989,11,0,False,16.0,24.9,40.7,0.4
4627,Tex Ritter,789,145,65.0,0.0,0.0,151,0.0,0.0,753,262,5.2,1.0,0.4,0.0,0.0,0.0,0.35,1949,1951,3,0,False,3.8,1.9,5.699999999999999,0.5
4628,Thabo Sefolosha,5383,1307,3494.0,1010.0,411.0,935,1556.0,537.0,4622,2068,5.8,1.4,3.7,1.1,0.4,0.35,0.45,2007,2020,14,0,False,11.100000000000001,30.3,41.5,0.6
4629,Thaddeus Young,15481,2355,7130.0,1767.0,496.0,1267,1749.0,576.0,13334,6670,12.2,1.9,5.6,1.4,0.4,0.33,0.5,2008,2023,16,0,False,35.6,40.4,76.0,0.4
4630,Thales McReynolds,3,1,6.0,0.0,0.0,5,0.0,0.0,12,1,0.6,0.2,1.2,0.0,0.0,0.0,0.08,1966,1966,1,0,False,-0.2,0.0,-0.2,0.4
4631,Thanasis Antetokounmpo,449,98,294.0,48.0,27.0,164,62.0,9.0,363,184,2.7,0.6,1.8,0.3,0.2,0.15,0.51,2016,2023,8,0,False,0.20000000000000004,1.5,1.9,0.6
4632,Tharon Mayes,198,70,32.0,32.0,4.0,48,82.0,30.0,198,60,4.1,1.5,0.7,0.7,0.1,0.37,0.3,1992,1992,1,0,False,-1.2,0.4,-0.8,0.2
4633,Theo Pinson,346,141,179.0,34.0,7.0,127,226.0,59.0,363,116,2.7,1.1,1.4,0.3,0.1,0.26,0.32,2019,2023,5,0,False,-1.0,1.0,0.20000000000000007,0.5
4634,Theo Ratliff,7579,632,6003.0,516.0,2631.0,1052,3.0,0.0,5834,2890,7.2,0.6,5.7,0.5,2.5,0.0,0.5,1996,2011,16,1,False,23.0,39.0,62.1,0.4
4635,Theron Smith,149,35,157.0,11.0,9.0,53,24.0,9.0,179,60,2.8,0.7,3.0,0.2,0.2,0.38,0.34,2004,2005,2,0,False,-0.7999999999999999,0.5,-0.30000000000000004,0.4
4636,Thomas Bryant,2891,281,1649.0,93.0,207.0,288,381.0,144.0,1918,1156,10.0,1.0,5.7,0.3,0.7,0.38,0.6,2018,2023,6,0,False,14.2,5.6,19.9,0.3
4637,Thomas Gardner,45,3,11.0,4.0,1.0,20,35.0,7.0,59,18,2.2,0.2,0.6,0.2,0.0,0.2,0.31,2008,2009,2,0,False,-0.4,0.1,-0.30000000000000004,0.6
4638,Thomas Hamilton,107,16,112.0,4.0,23.0,33,0.0,0.0,110,44,3.2,0.5,3.4,0.1,0.7,0.0,0.4,1996,2000,5,0,False,-0.7,0.4,-0.3,0.4
4639,Thomas Jordan,44,3,19.0,3.0,5.0,4,0.0,0.0,41,18,11.0,0.8,4.8,0.8,1.2,0.0,0.44,1993,1993,1,0,False,-0.3,0.1,-0.2,0.2
4640,Thomas Robinson,2169,269,2125.0,234.0,157.0,437,9.0,0.0,1942,904,5.0,0.6,4.9,0.5,0.4,0.0,0.47,2013,2017,5,0,False,-1.7,7.6,5.9,0.3
4641,Thomas Welsh,18,5,4.0,0.0,0.0,11,7.0,3.0,13,7,1.6,0.5,0.4,0.0,0.0,0.43,0.54,2019,2019,1,0,False,0.1,0.0,0.1,0.7
4642,Thon Maker,1539,206,928.0,117.0,224.0,327,550.0,179.0,1244,534,4.7,0.6,2.8,0.4,0.7,0.33,0.43,2017,2021,5,0,False,3.0,5.5,8.6,0.4
4643,Thurl Bailey,12785,1376,5203.0,470.0,1203.0,1012,37.0,4.0,10892,5121,12.6,1.4,5.1,0.5,1.2,0.11,0.47,1984,1999,16,0,False,15.8,31.7,47.5,0.5
4644,Théo Maledon,1314,490,465.0,124.0,34.0,160,558.0,177.0,1185,447,8.2,3.1,2.9,0.8,0.2,0.32,0.38,2021,2023,3,0,False,-2.4,2.8000000000000003,0.30000000000000004,0.3
4645,Tiago Splitter,2816,423,1779.0,198.0,209.0,355,14.0,2.0,1932,1073,7.9,1.2,5.0,0.6,0.6,0.14,0.56,2011,2017,7,0,False,14.4,11.0,25.2,0.7
4646,Tibor Pleiß,24,2,15.0,1.0,2.0,12,2.0,0.0,25,11,2.0,0.2,1.2,0.1,0.2,0.0,0.44,2016,2016,1,0,False,-0.2,0.1,-0.1,0.5
4647,Ticky Burden,1762,194,268.0,151.0,10.0,134,36.0,8.0,1601,710,13.1,1.4,2.0,1.1,0.1,0.22,0.44,1976,1978,3,0,False,1.4000000000000001,1.2,2.6,0.3
4648,Tierre Brown,527,266,166.0,64.0,4.0,134,85.0,30.0,526,202,3.9,2.0,1.2,0.5,0.0,0.35,0.38,2002,2005,4,0,False,-0.8,0.4,-0.4,0.4
4649,Tim Bassett,2967,590,3181.0,366.0,227.0,485,14.0,4.0,2917,1232,6.1,1.2,6.6,0.8,0.5,0.29,0.42,1974,1980,7,0,False,0.2000000000000004,12.6,12.9,0.4
4650,Tim Breaux,299,41,96.0,24.0,13.0,102,74.0,22.0,293,108,2.9,0.4,0.9,0.2,0.1,0.3,0.37,1995,1998,4,0,False,-0.8,0.5,-0.2,0.6
4651,Tim Duncan,26496,4225,15091.0,1025.0,3020.0,1392,168.0,30.0,20334,10285,19.0,3.0,10.8,0.7,2.2,0.18,0.51,1998,2016,19,15,True,100.0,106.4,206.3,0.7
4652,Tim Frazier,2079,1646,979.0,267.0,34.0,422,588.0,195.0,1882,762,4.9,3.9,2.3,0.6,0.1,0.33,0.4,2015,2022,8,0,False,3.2,5.7,8.9,0.3
4653,Tim Hardaway,17242,8013,3208.0,1617.0,156.0,1015,5078.0,1803.0,14688,6285,17.0,7.9,3.2,1.6,0.2,0.36,0.43,1990,2003,14,5,True,63.6,30.4,94.1,0.5
4654,Tim Hardaway Jr.,10342,1383,2123.0,469.0,103.0,722,4531.0,1627.0,8595,3582,14.3,1.9,2.9,0.6,0.1,0.36,0.42,2014,2023,10,0,False,18.8,11.5,29.9,0.4
4655,Tim James,68,11,46.0,2.0,9.0,43,3.0,1.0,79,26,1.6,0.3,1.1,0.0,0.2,0.33,0.33,2000,2002,3,0,False,-0.30000000000000004,0.2,-0.1,0.6
4656,Tim Kempton,1302,319,825.0,128.0,48.0,301,3.0,0.0,1000,475,4.3,1.1,2.7,0.4,0.2,0.0,0.48,1987,1998,12,0,False,0.09999999999999987,3.2,3.1,0.3
4657,Tim Legler,2471,448,540.0,173.0,47.0,343,668.0,282.0,1946,867,7.2,1.3,1.6,0.5,0.1,0.42,0.45,1990,2000,11,0,False,10.8,2.1,12.799999999999999,0.3
4658,Tim McCormick,4871,609,2833.0,171.0,210.0,553,18.0,1.0,3541,1895,8.8,1.1,5.1,0.3,0.4,0.06,0.54,1985,1992,8,0,False,14.8,10.9,25.5,0.4
4659,Tim Ohlbrecht,3,1,1.0,1.0,0.0,3,0.0,0.0,3,1,1.0,0.3,0.3,0.3,0.0,0.0,0.33,2013,2013,1,0,False,-0.1,0.0,-0.1,0.7
4660,Tim Perry,3354,444,1959.0,225.0,427.0,511,297.0,96.0,2775,1344,6.6,0.9,3.8,0.4,0.8,0.32,0.48,1989,1996,8,0,False,6.0,8.8,14.8,0.5
