,player_id,player,pts,ast,trb,stl,blk,g,3pta,3ptm,fga,fgm,ppg,apg,rpg,spg,bpg,3pt%,fg%,mpg,first year,last year,years played,hof,ows,dws,ws,ws/48,ows/48,dws/48,win%,all stars,MVPs,DPOYs,MVP share,DPOY share,pos
53,4912,Cade Cunningham,1353,428,428.0,88.0,50.0,76,424.0,131.0,1255,522,17.8,5.6,5.6,1.2,0.7,0.309,0.416,32.7,2022,2023,2,False,-2.8,2.1,-0.6,-0.01,-0.05,0.04,0.26,0,0.0,0.0,0.0,0.0,PG
54,5034,Caleb Houstan,193,30,99.0,12.0,7.0,51,136.0,46.0,182,66,3.8,0.6,1.9,0.2,0.1,0.338,0.363,15.9,2023,2023,1,False,0.1,0.5,0.7,0.04,0.01,0.03,0.41,0,0.0,0.0,0.0,0.0,SF
55,4696,Caleb Martin,1609,271,753.0,178.0,80.0,202,553.0,199.0,1298,595,8.0,1.3,3.7,0.9,0.4,0.36,0.458,22.7,2020,2023,4,False,3.0,5.7,8.7,0.09,0.03,0.06,0.53,0,0.0,0.0,0.0,0.0,SF
56,4697,Cam Reddish,2670,332,706.0,267.0,95.0,262,1032.0,338.0,2257,917,10.2,1.3,2.7,1.0,0.4,0.328,0.406,24.1,2020,2023,4,False,-0.5,4.5,3.9,0.03,-0.0,0.03,0.29,0,0.0,0.0,0.0,0.0,SF
57,4913,Cam Thomas,1174,156,256.0,53.0,15.0,124,307.0,98.0,959,419,9.5,1.3,2.1,0.4,0.1,0.319,0.437,17.1,2022,2023,2,False,0.3,1.5,1.8,0.04,0.01,0.03,0.54,0,0.0,0.0,0.0,0.0,SG
58,4698,Cameron Johnson,3199,410,1029.0,230.0,80.0,267,1508.0,595.0,2443,1104,12.0,1.5,3.9,0.9,0.3,0.395,0.452,25.5,2020,2023,4,False,10.3,7.6,17.9,0.13,0.07,0.05,0.54,0,0.0,0.0,0.0,0.0,PF
59,4311,Cameron Payne,3035,1280,850.0,263.0,84.0,398,1133.0,402.0,2828,1173,7.6,3.2,2.1,0.7,0.2,0.355,0.415,17.9,2016,2023,8,False,2.4,6.9,9.6,0.06,0.02,0.05,0.48,0,0.0,0.0,0.0,0.0,PG
60,4383,Caris LeVert,7480,2037,1926.0,532.0,184.0,497,2155.0,731.0,6408,2805,15.1,4.1,3.9,1.1,0.4,0.339,0.438,28.7,2017,2023,7,False,7.7,13.3,20.9,0.07,0.03,0.04,0.35,0,0.0,0.0,0.0,0.0,SG
61,4915,Carlik Jones,28,16,11.0,4.0,0.0,17,8.0,3.0,33,8,1.6,0.9,0.6,0.2,0.0,0.375,0.242,6.0,2022,2023,2,False,-0.4,0.1,-0.1,-0.05,-0.19,0.05,0.35,0,0.0,0.0,0.0,0.0,PG
62,4479,Cedi Osman,3938,814,1231.0,276.0,60.0,404,1777.0,628.0,3327,1421,9.7,2.0,3.0,0.7,0.1,0.353,0.427,23.6,2018,2023,6,False,4.9,5.7,10.7,0.05,0.02,0.03,0.43,0,0.0,0.0,0.0,0.0,SF
63,4917,Charles Bassey,268,54,255.0,21.0,50.0,58,12.0,3.0,182,117,4.6,0.9,4.4,0.4,0.9,0.25,0.643,11.7,2022,2023,2,False,1.1,0.8999999999999999,2.1,0.15,0.08,0.06,0.41,0,0.0,0.0,0.0,0.0,C
64,5035,Chima Moneke,2,1,2.0,0.0,0.0,2,0.0,0.0,2,1,1.0,0.5,1.0,0.0,0.0,0.0,0.5,4.0,2023,2023,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0.0,0.0,0.0,0.0,SF
65,4597,Chimezie Metu,1190,151,714.0,96.0,79.0,209,265.0,79.0,947,466,5.7,0.7,3.4,0.5,0.4,0.298,0.492,12.9,2019,2023,5,False,1.3,2.8,4.2,0.07,0.02,0.05,0.48,0,0.0,0.0,0.0,0.0,C
66,4481,Chris Boucher,2788,145,1653.0,159.0,335.0,307,809.0,270.0,2042,992,9.1,0.5,5.4,0.5,1.1,0.334,0.486,18.4,2018,2023,6,False,12.8,8.7,21.599999999999998,0.18,0.11,0.07,0.56,0,0.0,0.0,0.0,0.0,PF
67,4919,Chris Duarte,1082,178,341.0,81.0,19.0,101,429.0,149.0,954,391,10.7,1.8,3.4,0.8,0.2,0.347,0.41,24.1,2022,2023,2,False,-0.3,1.1,0.9,0.02,-0.01,0.02,0.36,0,0.0,0.0,0.0,0.0,SF
68,3585,Chris Paul,21755,11501,5457.0,2544.0,194.0,1214,4448.0,1642.0,16302,7692,17.9,9.5,4.5,2.1,0.2,0.369,0.472,34.4,2006,2023,18,False,148.5,56.6,205.2,0.24,0.17,0.07,0.63,12,0.0,0.0,1.807,0.194,PG
69,4702,Chris Silva,251,49,252.0,11.0,35.0,95,5.0,2.0,141,85,2.6,0.5,2.7,0.1,0.4,0.4,0.603,7.5,2020,2023,4,False,1.0,0.9,2.3,0.15,0.07,0.06,0.43,0,0.0,0.0,0.0,0.0,PF
70,5036,Christian Braun,360,59,181.0,41.0,17.0,76,96.0,34.0,289,143,4.7,0.8,2.4,0.5,0.2,0.354,0.495,15.5,2023,2023,1,False,0.7,1.2,1.9,0.08,0.03,0.05,0.64,0,0.0,0.0,0.0,0.0,SG
71,5037,Christian Koloko,182,31,171.0,21.0,57.0,58,12.0,1.0,150,72,3.1,0.5,2.9,0.4,1.0,0.083,0.48,13.8,2023,2023,1,False,0.7,1.0,1.7,0.1,0.04,0.06,0.5,0,0.0,0.0,0.0,0.0,C
72,4313,Christian Wood,4442,428,2195.0,174.0,272.0,310,1029.0,389.0,3105,1609,14.3,1.4,7.1,0.6,0.9,0.378,0.518,23.3,2016,2023,8,False,11.7,7.9,19.8,0.13,0.08,0.05,0.31,0,0.0,0.0,0.0,0.0,PF
73,4817,Chuma Okeke,1082,256,624.0,164.0,75.0,142,598.0,193.0,1021,394,7.6,1.8,4.4,1.2,0.5,0.323,0.386,23.9,2021,2023,3,False,0.0,4.1,4.2,0.06,0.0,0.06,0.3,0,0.0,0.0,0.0,0.0,PF
74,4154,CJ McCollum,14279,2788,2638.0,666.0,283.0,727,4464.0,1761.0,12075,5479,19.6,3.8,3.6,0.9,0.4,0.394,0.454,32.2,2014,2023,10,False,33.1,15.1,48.1,0.1,0.07,0.03,0.5,0,0.0,0.0,0.0,0.0,SG
75,4230,Clint Capela,6630,523,5740.0,373.0,792.0,536,4.0,0.0,4620,2899,12.4,1.0,10.7,0.7,1.5,0.0,0.627,26.8,2015,2023,9,False,38.2,21.9,59.9,0.2,0.13,0.07,0.6,0,0.0,0.0,0.0,0.024,C
76,4703,Coby White,3387,883,908.0,170.0,38.0,269,1527.0,560.0,2932,1229,12.6,3.3,3.4,0.6,0.1,0.367,0.419,26.9,2020,2023,4,False,3.0,5.8,8.8,0.06,0.02,0.04,0.45,0,0.0,0.0,0.0,0.0,PG
77,4704,Cody Martin,1024,371,628.0,168.0,54.0,178,308.0,98.0,854,390,5.8,2.1,3.5,0.9,0.3,0.318,0.457,21.1,2020,2023,4,False,2.8,3.3000000000000003,6.1,0.08,0.04,0.04,0.45,0,0.0,0.0,0.0,0.0,SF
78,4155,Cody Zeller,4300,701,3013.0,323.0,325.0,509,147.0,32.0,3110,1623,8.4,1.4,5.9,0.6,0.6,0.218,0.522,22.0,2014,2023,10,False,18.5,14.100000000000001,32.8,0.14,0.08,0.06,0.46,0,0.0,0.0,0.0,0.0,C
79,4819,Cole Anthony,2448,796,857.0,113.0,66.0,172,769.0,265.0,2074,853,14.2,4.6,5.0,0.7,0.4,0.345,0.411,28.4,2021,2023,3,False,1.1,4.3,5.300000000000001,0.05,0.01,0.04,0.33,0,0.0,0.0,0.0,0.0,PG
80,5038,Cole Swider,9,4,7.0,0.0,0.0,7,8.0,3.0,9,3,1.3,0.6,1.0,0.0,0.0,0.375,0.333,5.9,2023,2023,1,False,0.0,0.0,0.1,0.12,0.0,0.0,0.57,0,0.0,0.0,0.0,0.0,SF
81,4599,Collin Sexton,5041,858,768.0,208.0,29.0,266,982.0,373.0,4016,1862,19.0,3.2,2.9,0.8,0.1,0.38,0.464,31.3,2019,2023,5,False,6.2,1.6,7.8,0.04,0.04,0.01,0.32,0,0.0,0.0,0.0,0.0,SG
82,4920,Corey Kispert,1454,172,416.0,67.0,31.0,151,704.0,275.0,1099,525,9.6,1.1,2.8,0.4,0.2,0.391,0.478,25.8,2022,2023,2,False,4.5,1.6,6.1,0.08,0.06,0.02,0.42,0,0.0,0.0,0.0,0.0,SF
83,3992,Cory Joseph,6105,2616,2149.0,657.0,194.0,853,1484.0,518.0,5269,2343,7.2,3.1,2.5,0.8,0.2,0.349,0.445,22.1,2012,2023,12,False,16.6,15.9,32.6,0.08,0.04,0.04,0.51,0,0.0,0.0,0.0,0.0,PG
84,4317,D'Angelo Russell,11069,3529,2110.0,659.0,190.0,611,4337.0,1589.0,9227,3972,18.1,5.8,3.5,1.1,0.3,0.366,0.43,30.3,2016,2023,8,False,13.9,12.5,26.5,0.07,0.04,0.03,0.31,1,0.0,0.0,0.0,0.0,PG
85,4922,Daishen Nix,303,172,131.0,46.0,7.0,81,166.0,47.0,304,108,3.7,2.1,1.6,0.6,0.1,0.283,0.355,14.5,2022,2023,2,False,-1.8,0.4,-1.4,-0.06,-0.07,0.02,0.26,0,0.0,0.0,0.0,0.0,PG
86,4923,Dalano Banton,347,135,169.0,41.0,23.0,95,102.0,28.0,332,138,3.7,1.4,1.8,0.4,0.2,0.275,0.416,10.3,2022,2023,2,False,-0.4,1.2000000000000002,0.8,0.04,-0.02,0.06,0.56,0,0.0,0.0,0.0,0.0,PG
87,5039,Dalen Terry,85,22,37.0,11.0,5.0,38,27.0,7.0,72,32,2.2,0.6,1.0,0.3,0.1,0.259,0.444,5.6,2023,2023,1,False,0.1,0.3,0.5,0.11,0.02,0.07,0.5,0,0.0,0.0,0.0,0.0,SG
88,4387,Damian Jones,1584,222,1050.0,104.0,219.0,320,82.0,34.0,934,618,5.0,0.7,3.3,0.3,0.7,0.415,0.662,14.2,2017,2023,7,False,9.0,4.2,13.2,0.14,0.1,0.04,0.36,0,0.0,0.0,0.0,0.0,C
89,4077,Damian Lillard,19376,5151,3253.0,732.0,239.0,769,6410.0,2387.0,14299,6281,25.2,6.7,4.2,1.0,0.3,0.372,0.439,36.3,2013,2023,11,False,86.7,16.2,103.0,0.18,0.15,0.03,0.54,7,0.0,0.0,0.354,0.0,PG
